employee_index,employee_id,predicted_attrition,attrition_probability,actual_attrition,title,tenure_years,total_training_cost,age,division,department_type,business_unit,avg_rating,avg_wlb,state,avg_engagement,race_desc,avg_satisfaction,avg_training_days,marital_desc,start_date_key,survey_date_key,training_date_key
982,1482,1,0.45460246753174643,0,22,5.926027397260274,186.57,67,8,3,6,3.0,1.0,10,1.0,0,1.0,5.0,3,20191111.0,20230423.0,20221013.0
983,1483,0,0.3625225091687265,0,22,3.147945205479452,168.71,61,18,3,9,3.0,4.0,10,3.0,2,5.0,4.0,2,20220821.0,20220819.0,20220822.0
984,1484,0,0.3370571766749876,0,22,5.443835616438356,473.77,29,9,3,4,3.0,1.0,10,5.0,2,2.0,1.0,1,20200505.0,20221225.0,20230729.0
985,1485,1,0.4558354987617738,0,22,4.610958904109589,654.35,50,0,3,5,3.0,1.0,10,1.0,0,2.0,5.0,1,20210305.0,20221214.0,20230702.0
986,1486,0,0.3213947632722538,0,22,6.608219178082192,176.63,20,4,3,0,3.0,2.0,10,5.0,2,5.0,2.0,0,20190307.0,20230305.0,20230530.0
987,1487,1,0.4597624662305028,0,22,3.4356164383561643,385.82,51,9,3,1,3.0,2.0,10,4.0,0,4.0,3.0,3,20220508.0,20230520.0,20220808.0
988,1489,0,0.3286369370027209,0,22,4.868493150684931,112.64,76,7,3,2,3.0,2.0,10,3.0,4,5.0,5.0,3,20201201.0,20221013.0,20221001.0
989,1490,1,0.45527158028196985,0,22,6.1726027397260275,849.95,49,4,3,3,3.0,4.0,10,2.0,4,3.0,4.0,3,20190813.0,20230306.0,20230723.0
990,1491,0,0.36286912266916665,0,22,5.6,187.65,38,14,3,8,3.0,3.0,10,1.0,2,3.0,5.0,1,20200309.0,20230329.0,20220810.0
991,1492,1,0.5569658024756275,0,23,5.441095890410959,285.56,65,4,3,1,3.0,2.0,10,4.0,3,5.0,1.0,0,20200506.0,20230417.0,20221225.0
992,1493,0,0.4420234890142673,0,23,3.197260273972603,793.43,42,6,3,7,3.0,4.0,10,2.0,1,2.0,3.0,1,20220803.0,20221206.0,20221009.0
993,1494,0,0.34764523723724183,1,23,7.005479452054795,978.89,69,19,3,2,3.0,5.0,10,5.0,2,5.0,5.0,0,20181013.0,20230506.0,20230201.0
994,1495,0,0.41806730772962497,0,23,4.279452054794521,993.66,50,9,3,3,3.0,4.0,10,3.0,2,3.0,4.0,2,20210704.0,20221230.0,20230225.0
995,1496,0,0.33615060147722386,0,23,6.46027397260274,768.55,69,19,3,8,3.0,3.0,10,2.0,4,3.0,3.0,3,20190430.0,20230709.0,20220907.0
996,1497,0,0.2897668557502779,0,23,4.945205479452055,140.78,25,4,3,6,3.0,5.0,10,5.0,1,4.0,3.0,3,20201103.0,20230729.0,20220823.0
997,1498,0,0.27498098743120464,0,22,3.164383561643836,598.07,78,4,3,0,3.0,3.0,10,1.0,1,5.0,3.0,1,20220815.0,20221228.0,20230805.0
998,1499,0,0.37755176796627227,0,22,3.6301369863013697,543.52,47,9,3,1,3.0,3.0,10,4.0,3,2.0,5.0,1,20220226.0,20221128.0,20230118.0
999,1500,0,0.4396851931262542,0,22,6.424657534246576,916.73,34,6,3,7,3.0,4.0,10,1.0,2,4.0,2.0,0,20190513.0,20230724.0,20230112.0
1000,1501,0,0.32042608539165857,0,22,3.9726027397260273,491.99,22,6,3,2,3.0,4.0,10,5.0,2,4.0,2.0,3,20211024.0,20230508.0,20230729.0
1001,1502,0,0.28924212118013615,0,22,4.4301369863013695,245.0,35,10,3,3,3.0,5.0,10,5.0,4,3.0,4.0,0,20210510.0,20230608.0,20230308.0
1002,1503,0,0.3835172271865748,0,22,4.336986301369863,574.9,36,11,3,8,3.0,4.0,10,2.0,1,2.0,3.0,2,20210613.0,20221024.0,20221209.0
1003,1504,0,0.3620360389376636,0,22,5.945205479452055,684.08,48,4,3,6,3.0,2.0,10,5.0,3,3.0,4.0,1,20191104.0,20221023.0,20230620.0
1004,1505,0,0.2770378392962249,0,22,5.7095890410958905,204.1,78,23,3,9,3.0,4.0,10,2.0,3,5.0,2.0,3,20200129.0,20221102.0,20230508.0
1005,1506,0,0.44190202899101555,0,22,7.109589041095891,789.33,46,4,3,4,3.0,2.0,10,2.0,2,3.0,1.0,2,20180905.0,20230508.0,20221101.0
1006,1507,0,0.34086647513195467,0,22,4.232876712328767,812.13,25,11,3,5,3.0,1.0,10,1.0,1,2.0,3.0,3,20210721.0,20230119.0,20220921.0
1007,1508,0,0.30542639078236933,0,22,2.4027397260273973,675.02,59,9,3,0,3.0,2.0,10,4.0,4,3.0,2.0,2,20230520.0,20221007.0,20230512.0
1008,1509,0,0.4118697492494533,0,22,3.4136986301369863,343.07,62,11,3,1,3.0,3.0,10,5.0,3,1.0,4.0,2,20220516.0,20220925.0,20230629.0
1009,1510,0,0.32578359310877175,0,22,4.583561643835616,986.78,41,11,3,7,3.0,3.0,10,2.0,1,3.0,5.0,1,20210315.0,20230406.0,20221013.0
1010,1513,0,0.3335598255242757,0,23,5.816438356164384,746.57,26,10,3,5,3.0,5.0,10,5.0,3,3.0,4.0,3,20191221.0,20221118.0,20221110.0
1011,1514,0,0.2611676489929269,0,23,3.249315068493151,434.39,39,19,3,6,3.0,2.0,10,1.0,2,3.0,5.0,3,20220715.0,20230508.0,20221201.0
1012,1515,0,0.4108838667812382,0,23,7.052054794520548,765.84,21,9,3,7,3.0,1.0,10,2.0,3,3.0,3.0,1,20180926.0,20221214.0,20230403.0
1013,1516,0,0.34255060956014083,0,23,2.9945205479452053,457.4,79,10,3,8,3.0,3.0,10,1.0,2,5.0,3.0,3,20221016.0,20230716.0,20221118.0
1014,1517,0,0.37646757467241215,0,23,3.8657534246575342,615.84,35,19,3,9,3.0,3.0,10,4.0,4,5.0,3.0,1,20211202.0,20230122.0,20230112.0
1015,1518,1,0.6907571088019762,1,23,6.608219178082192,803.79,44,7,3,0,3.0,2.0,10,4.0,4,4.0,2.0,0,20190307.0,20220928.0,20221208.0
1016,1519,0,0.18105984119608834,0,22,2.452054794520548,586.89,52,14,3,0,3.0,1.0,10,1.0,0,3.0,2.0,2,20230502.0,20230225.0,20220923.0
1017,1520,0,0.34029639522481736,0,22,5.13972602739726,104.48,44,17,3,1,3.0,5.0,10,2.0,4,2.0,5.0,0,20200824.0,20230405.0,20221011.0
1018,1521,0,0.2645745159044392,0,22,4.8493150684931505,877.41,30,23,3,7,3.0,3.0,10,4.0,1,1.0,1.0,2,20201208.0,20230611.0,20230602.0
1019,1522,0,0.22253984972578358,0,22,4.66027397260274,791.99,78,6,3,2,3.0,5.0,10,3.0,2,4.0,3.0,1,20210215.0,20221203.0,20230517.0
1020,1523,0,0.432542865720969,0,22,5.079452054794521,660.4,49,13,3,3,3.0,3.0,10,4.0,3,4.0,2.0,1,20200915.0,20220920.0,20221211.0
1021,1524,0,0.3421925066663013,0,22,2.580821917808219,928.81,48,4,3,8,3.0,2.0,10,4.0,3,1.0,2.0,2,20230316.0,20230117.0,20230501.0
1022,1525,1,0.4665704213210847,0,22,3.915068493150685,347.29,74,9,3,0,3.0,1.0,10,2.0,0,4.0,4.0,3,20211114.0,20221029.0,20221210.0
1023,1526,0,0.4217683563609787,0,22,4.476712328767123,190.51,34,6,3,1,3.0,3.0,10,2.0,3,3.0,3.0,0,20210423.0,20230120.0,20230526.0
1024,1527,1,0.45026731233518247,0,22,3.3589041095890413,206.53,42,4,3,2,3.0,3.0,10,1.0,0,1.0,3.0,3,20220605.0,20230602.0,20230603.0
1025,1528,0,0.30216510464535307,0,22,2.9013698630136986,639.93,69,6,3,3,3.0,2.0,10,5.0,0,5.0,1.0,3,20221119.0,20230225.0,20221210.0
1026,1529,0,0.3425623090679284,0,22,2.5013698630136987,304.06,49,6,3,4,3.0,3.0,10,3.0,2,1.0,5.0,1,20230414.0,20230428.0,20230414.0
1027,1530,0,0.3316559619746085,0,22,2.835616438356164,261.13,22,6,3,5,3.0,3.0,10,1.0,3,2.0,4.0,2,20221213.0,20221031.0,20230606.0
1028,1534,0,0.42922383356908156,0,23,3.627397260273973,857.19,58,6,3,1,3.0,5.0,10,1.0,4,1.0,1.0,1,20220227.0,20220812.0,20221027.0
1029,1535,0,0.3646931896420383,0,23,4.435616438356164,442.86,21,9,3,7,3.0,1.0,10,4.0,1,2.0,3.0,3,20210508.0,20221208.0,20221009.0
1030,1536,0,0.3101637298332742,0,23,2.797260273972603,382.0,67,9,3,2,3.0,5.0,10,5.0,0,3.0,4.0,2,20221227.0,20230319.0,20230127.0
1031,1537,0,0.4141841154766468,0,23,5.161643835616438,430.09,70,14,3,3,3.0,4.0,10,5.0,2,2.0,2.0,0,20200816.0,20220806.0,20230729.0
1032,1538,0,0.41961724716208293,0,23,2.7315068493150685,854.47,22,19,3,8,3.0,5.0,10,2.0,4,4.0,3.0,3,20230120.0,20221111.0,20221021.0
1033,1539,1,0.5886234137454206,1,23,4.794520547945205,899.57,59,14,3,6,3.0,5.0,10,4.0,2,4.0,5.0,3,20201228.0,20230122.0,20221220.0
1034,1540,0,0.3404179052783065,0,22,4.652054794520548,686.34,54,20,3,0,3.0,2.0,10,2.0,1,4.0,1.0,3,20210218.0,20230124.0,20221027.0
1035,1541,0,0.44095423490547225,0,22,4.742465753424658,770.12,49,11,3,1,3.0,1.0,10,1.0,1,4.0,4.0,3,20210116.0,20221226.0,20230217.0
1036,1542,0,0.3132882581102379,0,22,3.5205479452054793,180.73,30,19,3,7,3.0,4.0,10,5.0,4,4.0,4.0,1,20220407.0,20230731.0,20221007.0
1037,1543,1,0.4555726097603949,0,22,6.263013698630137,734.87,58,6,3,2,3.0,1.0,10,4.0,1,1.0,2.0,1,20190711.0,20230107.0,20230501.0
1038,1544,0,0.32273984605464073,0,22,5.1808219178082195,811.24,26,10,3,3,3.0,5.0,10,5.0,3,1.0,3.0,1,20200809.0,20230620.0,20221023.0
1039,1545,1,0.4523315969920079,0,22,7.068493150684931,566.0,61,6,3,8,3.0,2.0,10,2.0,2,4.0,3.0,1,20180920.0,20220821.0,20230205.0
1040,1546,0,0.2691752698048156,0,22,5.7315068493150685,638.92,68,19,3,6,3.0,5.0,10,3.0,2,1.0,5.0,3,20200121.0,20230526.0,20230226.0
1041,1547,0,0.34275777972720584,0,22,3.654794520547945,340.07,29,20,3,9,3.0,4.0,10,4.0,2,4.0,3.0,3,20220217.0,20220924.0,20230404.0
1042,1548,1,0.4823190928963313,0,22,6.345205479452055,206.75,55,4,3,4,3.0,4.0,10,1.0,0,4.0,4.0,3,20190611.0,20230614.0,20230412.0
1043,1549,0,0.2841360245362625,0,22,3.4438356164383563,759.56,29,5,3,5,3.0,1.0,10,2.0,3,3.0,1.0,1,20220505.0,20230707.0,20230604.0
1044,1550,0,0.3665466366452418,0,22,7.071232876712329,354.19,57,6,3,0,3.0,3.0,10,2.0,1,3.0,3.0,3,20180919.0,20230304.0,20221109.0
1045,1553,0,0.3124995350857993,0,22,2.824657534246575,528.55,62,6,3,2,3.0,5.0,10,3.0,3,1.0,3.0,2,20221217.0,20230112.0,20230319.0
1046,1555,1,0.45730517404380094,0,23,6.553424657534246,757.78,53,6,3,5,3.0,2.0,10,5.0,2,1.0,5.0,0,20190327.0,20221219.0,20230226.0
1047,1556,0,0.2631209981047827,0,23,2.4356164383561643,337.94,30,14,3,6,3.0,2.0,10,4.0,0,5.0,1.0,3,20230508.0,20221007.0,20230610.0
1048,1557,1,0.6536247248890698,1,23,6.841095890410959,256.57,27,14,3,7,3.0,2.0,10,4.0,2,1.0,5.0,0,20181212.0,20220819.0,20230606.0
1049,1558,1,0.4885191208340156,0,23,5.136986301369863,839.12,39,6,3,8,3.0,2.0,10,3.0,1,5.0,2.0,1,20200825.0,20221009.0,20220925.0
1050,1559,1,0.6543487003080483,1,23,3.4794520547945207,281.94,57,14,3,9,3.0,3.0,10,3.0,3,1.0,1.0,0,20220422.0,20230204.0,20230408.0
1051,1560,1,0.6586425894431592,1,23,3.8164383561643835,821.41,74,9,3,6,3.0,4.0,10,1.0,3,2.0,2.0,0,20211220.0,20230123.0,20230705.0
1052,1561,0,0.4054529590872062,0,22,4.668493150684932,924.06,65,9,3,5,3.0,3.0,10,5.0,2,1.0,3.0,2,20210212.0,20230401.0,20221019.0
1053,1562,0,0.3921153653636075,0,22,5.041095890410959,578.66,76,11,3,0,3.0,1.0,10,3.0,1,2.0,2.0,2,20200929.0,20230421.0,20221224.0
1054,1563,0,0.3797490119987822,0,22,3.0931506849315067,721.86,62,6,3,1,3.0,3.0,10,1.0,1,4.0,3.0,3,20220910.0,20230423.0,20221209.0
1055,1564,0,0.18765916198365232,0,22,2.5945205479452054,430.3,32,9,3,7,3.0,4.0,10,4.0,3,1.0,4.0,3,20230311.0,20221220.0,20230420.0
1056,1565,0,0.3205352197528854,0,22,3.463013698630137,337.52,62,6,3,2,3.0,5.0,10,5.0,0,4.0,3.0,3,20220428.0,20230616.0,20221203.0
1057,1566,0,0.24923832636024687,0,22,3.56986301369863,692.71,60,24,3,3,3.0,1.0,10,1.0,2,4.0,1.0,0,20220320.0,20230725.0,20230505.0
1058,1567,0,0.33289934994635567,0,22,3.6136986301369864,177.99,44,6,3,8,3.0,4.0,10,4.0,0,2.0,1.0,2,20220304.0,20230412.0,20230513.0
1059,1568,0,0.28907626275364356,0,22,2.6986301369863015,586.71,28,24,3,6,3.0,3.0,10,1.0,0,2.0,5.0,0,20230201.0,20221004.0,20230407.0
1060,1569,0,0.31648761049710844,0,22,4.6876712328767125,771.98,46,4,3,9,3.0,1.0,10,1.0,1,3.0,2.0,3,20210205.0,20230308.0,20230320.0
1061,1570,0,0.331637118738964,0,22,2.8904109589041096,121.88,30,9,3,4,3.0,5.0,10,1.0,0,4.0,4.0,2,20221123.0,20220807.0,20230328.0
1062,1571,0,0.19816127455793392,0,22,4.391780821917808,379.68,35,24,3,5,3.0,4.0,10,3.0,2,2.0,2.0,0,20210524.0,20230604.0,20230315.0
1063,1572,0,0.3127186935200841,0,22,4.043835616438356,738.65,70,7,3,0,3.0,3.0,10,2.0,1,4.0,2.0,1,20210928.0,20221017.0,20221008.0
1064,1573,0,0.38882520700842144,0,22,4.578082191780822,159.42,36,18,3,1,3.0,3.0,10,1.0,3,1.0,2.0,3,20210317.0,20230610.0,20221215.0
1065,1576,1,0.6174589861262421,1,22,5.926027397260274,104.34,74,0,3,3,3.0,3.0,10,5.0,1,2.0,4.0,1,20191111.0,20230507.0,20230706.0
1066,1577,0,0.3397023390867905,0,23,4.83013698630137,413.08,57,8,3,5,3.0,1.0,10,5.0,1,2.0,5.0,3,20201215.0,20230329.0,20221026.0
1067,1578,1,0.46068335902346524,1,23,4.441095890410959,856.71,41,6,3,6,3.0,1.0,10,5.0,2,5.0,1.0,1,20210506.0,20230203.0,20221229.0
1068,1579,1,0.4532511810180613,0,23,4.2684931506849315,322.3,27,9,3,7,3.0,1.0,10,1.0,4,3.0,5.0,0,20210708.0,20230415.0,20221020.0
1069,1580,0,0.3179555977988572,0,23,2.5287671232876714,527.93,51,8,3,8,3.0,5.0,10,1.0,0,1.0,3.0,2,20230404.0,20230423.0,20230329.0
1070,1581,1,0.5970472163497367,1,23,3.191780821917808,480.2,72,9,3,9,3.0,5.0,10,1.0,0,3.0,2.0,2,20220805.0,20221211.0,20230110.0
1071,1582,1,0.6475359805911516,1,23,5.523287671232877,323.79,25,6,3,0,3.0,5.0,10,2.0,3,1.0,5.0,2,20200406.0,20221104.0,20221101.0
1072,1583,1,0.5198013450693865,1,22,2.6191780821917807,184.66,50,14,3,4,3.0,3.0,10,3.0,3,3.0,3.0,3,20230302.0,20230627.0,20230618.0
1073,1584,0,0.3153778489543959,0,22,5.515068493150685,265.22,77,7,3,5,3.0,4.0,10,4.0,4,1.0,4.0,1,20200409.0,20230318.0,20230510.0
1074,1585,0,0.2780781955887694,0,22,3.073972602739726,843.28,66,19,3,0,3.0,4.0,10,5.0,1,4.0,5.0,2,20220917.0,20221223.0,20230206.0
1075,1586,0,0.40227279595686105,0,22,3.745205479452055,643.9,49,9,3,1,3.0,4.0,10,3.0,2,3.0,3.0,3,20220115.0,20230716.0,20221206.0
1076,1587,0,0.2954047809856382,0,22,3.3945205479452056,876.73,38,19,3,7,3.0,3.0,10,4.0,3,5.0,4.0,0,20220523.0,20230627.0,20230310.0
1077,1588,0,0.37752454468658286,0,22,4.249315068493151,293.85,75,19,3,2,3.0,5.0,10,1.0,2,5.0,1.0,3,20210715.0,20230721.0,20221108.0
1078,1589,0,0.3965099433252614,0,22,5.1287671232876715,328.06,24,6,3,3,3.0,1.0,10,2.0,4,1.0,4.0,1,20200828.0,20230426.0,20221022.0
1079,1590,0,0.2928546568918711,0,22,4.095890410958904,187.35,38,23,3,8,3.0,3.0,10,5.0,1,1.0,2.0,2,20210909.0,20230420.0,20230316.0
1080,1591,0,0.32069108500170435,0,22,2.673972602739726,340.01,66,9,3,6,3.0,1.0,10,4.0,0,3.0,5.0,0,20230210.0,20230510.0,20230609.0
1081,1592,0,0.35072915819086975,0,22,5.3342465753424655,590.82,39,4,3,9,3.0,4.0,10,1.0,3,1.0,1.0,2,20200614.0,20230606.0,20230620.0
1082,1593,1,0.5212178002753801,0,22,4.857534246575343,321.08,36,2,3,4,3.0,1.0,10,1.0,0,4.0,1.0,3,20201205.0,20221002.0,20230508.0
1083,1594,0,0.3499998896726671,0,22,3.2465753424657535,684.45,54,0,3,5,3.0,4.0,10,1.0,1,1.0,1.0,2,20220716.0,20221208.0,20230404.0
1084,1595,0,0.24433230090763108,0,22,2.347945205479452,571.48,54,10,3,0,3.0,3.0,10,3.0,1,4.0,4.0,1,20230609.0,20230112.0,20230507.0
1085,1599,1,0.4712090930971046,1,23,3.408219178082192,848.72,47,6,3,0,3.0,2.0,10,4.0,4,5.0,2.0,0,20220518.0,20220913.0,20230517.0
1086,1600,0,0.30797528173896266,0,23,6.93972602739726,851.93,25,9,3,1,3.0,2.0,10,5.0,2,3.0,5.0,1,20181106.0,20230428.0,20220815.0
1087,1601,0,0.3468328064240584,0,23,3.5452054794520547,381.09,32,4,3,7,3.0,5.0,10,4.0,0,2.0,4.0,2,20220329.0,20230105.0,20230520.0
1088,1602,1,0.49490038133355624,0,23,3.9424657534246577,175.5,21,9,3,2,3.0,3.0,10,2.0,0,1.0,4.0,1,20211104.0,20230401.0,20230423.0
1089,1603,0,0.3533257365740403,0,23,2.4657534246575343,784.15,55,9,3,3,3.0,1.0,10,2.0,4,5.0,2.0,2,20230427.0,20220831.0,20230311.0
1090,1604,1,0.4484842541044478,0,23,5.602739726027397,999.97,44,9,3,8,3.0,1.0,10,1.0,0,5.0,3.0,1,20200308.0,20230128.0,20230208.0
1091,1605,1,0.5354270131481847,1,22,6.468493150684932,878.65,63,6,3,4,3.0,3.0,10,2.0,1,3.0,5.0,2,20190427.0,20230508.0,20230408.0
1092,1606,0,0.3996636075460593,0,22,6.4301369863013695,937.89,75,6,3,5,3.0,3.0,10,5.0,4,4.0,5.0,0,20190511.0,20230628.0,20220926.0
1093,1607,0,0.34646622654355874,0,22,4.6,961.1,34,18,3,0,3.0,5.0,10,3.0,2,5.0,3.0,1,20210309.0,20230318.0,20221130.0
1094,1608,1,0.44610094523619315,0,22,4.93972602739726,820.96,23,6,3,1,3.0,3.0,10,2.0,4,4.0,1.0,3,20201105.0,20221211.0,20221106.0
1095,1609,0,0.3036510509681978,0,22,7.090410958904109,455.52,65,10,3,7,3.0,4.0,10,5.0,1,5.0,3.0,1,20180912.0,20230413.0,20230422.0
1096,1610,0,0.3607171393744221,0,22,5.931506849315069,815.24,33,9,3,2,3.0,5.0,10,4.0,4,5.0,4.0,2,20191109.0,20221023.0,20230329.0
1097,1611,0,0.34950382604912933,0,22,6.876712328767123,534.82,56,14,3,3,3.0,2.0,10,1.0,2,2.0,5.0,3,20181129.0,20230521.0,20221001.0
1098,1612,0,0.3799517923767723,0,22,3.282191780821918,522.79,29,11,3,8,3.0,3.0,10,5.0,4,5.0,4.0,2,20220703.0,20221213.0,20230125.0
1099,1613,0,0.3787491396889534,0,22,6.052054794520548,868.8,24,6,3,6,3.0,1.0,10,4.0,3,2.0,1.0,2,20190926.0,20220907.0,20230128.0
1100,1614,0,0.27637677000946775,0,22,2.808219178082192,808.85,71,6,3,9,3.0,2.0,10,1.0,0,4.0,1.0,0,20221223.0,20230410.0,20230722.0
1101,1615,0,0.3465960835162891,0,22,2.734246575342466,874.1,63,9,3,4,3.0,3.0,10,1.0,4,1.0,1.0,1,20230119.0,20230727.0,20220831.0
1102,1616,0,0.4041115582844686,0,22,7.038356164383561,206.73,27,6,3,5,3.0,1.0,10,3.0,1,4.0,2.0,0,20181001.0,20230129.0,20230718.0
1103,1617,0,0.2855118207114746,0,22,3.652054794520548,586.5,31,0,3,0,3.0,2.0,10,5.0,1,1.0,3.0,0,20220218.0,20230208.0,20230206.0
1104,1618,0,0.4314275982300799,0,22,3.8465753424657536,779.69,44,6,3,1,3.0,4.0,10,2.0,4,5.0,2.0,3,20211209.0,20221116.0,20230424.0
1105,1620,0,0.38014010643772395,0,22,5.383561643835616,986.14,53,5,3,2,3.0,2.0,10,5.0,0,3.0,5.0,2,20200527.0,20221030.0,20230118.0
1106,1621,0,0.31711076754791984,0,3,4.063013698630137,264.74,46,6,2,3,3.0,3.0,10,4.0,3,1.0,2.0,0,20210921.0,20230521.0,20221003.0
1107,1622,0,0.26469248353612335,0,3,4.123287671232877,344.06,79,0,2,8,3.0,5.0,10,1.0,0,5.0,4.0,2,20210830.0,20230429.0,20221217.0
1108,1623,0,0.23355059338242426,0,3,2.3205479452054796,232.5,22,8,2,6,3.0,2.0,10,1.0,3,2.0,3.0,0,20230619.0,20221218.0,20221126.0
1109,1624,0,0.1936122794214835,0,25,2.4246575342465753,953.68,27,6,2,9,3.0,3.0,10,5.0,4,1.0,1.0,3,20230512.0,20230724.0,20230421.0
1110,1625,0,0.24560772302777123,0,25,3.3589041095890413,101.56,45,18,2,4,3.0,2.0,10,5.0,3,2.0,5.0,2,20220605.0,20220816.0,20221115.0
1111,1626,0,0.21122879074536674,0,8,5.073972602739726,624.8,73,9,2,5,3.0,5.0,10,3.0,3,4.0,3.0,1,20200917.0,20230111.0,20230505.0
1112,1627,0,0.39817424474744845,0,3,2.4164383561643836,943.93,57,6,2,0,3.0,1.0,10,4.0,3,4.0,5.0,0,20230515.0,20220806.0,20221205.0
1113,1628,0,0.3028799694352097,0,25,6.832876712328767,781.52,44,2,2,1,3.0,2.0,10,4.0,0,4.0,1.0,2,20181215.0,20230412.0,20230520.0
1114,1629,1,0.5427628505813007,1,3,5.93972602739726,615.28,73,6,2,5,3.0,4.0,10,1.0,2,2.0,2.0,1,20191106.0,20220923.0,20230718.0
1115,1630,1,0.5952167867910415,1,3,4.471232876712329,779.26,77,9,2,0,3.0,2.0,10,4.0,3,3.0,4.0,2,20210425.0,20230225.0,20230326.0
1116,1631,1,0.5983250629446906,1,3,2.326027397260274,464.49,37,5,2,1,3.0,1.0,10,2.0,4,4.0,1.0,3,20230617.0,20230624.0,20230114.0
1117,1632,0,0.3345166306620135,0,3,3.747945205479452,196.31,52,6,2,7,3.0,4.0,10,5.0,1,4.0,4.0,3,20220114.0,20230312.0,20230326.0
1118,1633,0,0.12845514817269948,0,2,6.980821917808219,300.12,24,6,2,2,3.0,2.0,10,4.0,1,3.0,3.0,3,20181022.0,20221209.0,20221009.0
1119,1634,0,0.12622617830204377,0,2,3.9917808219178084,895.42,47,8,2,3,3.0,1.0,10,2.0,1,3.0,3.0,0,20211017.0,20230113.0,20230326.0
1120,1635,0,0.08047716926963934,0,2,3.9863013698630136,619.86,33,16,2,8,3.0,2.0,10,4.0,2,4.0,3.0,2,20211019.0,20221219.0,20230515.0
1121,1636,0,0.2832535968252405,0,24,6.997260273972603,943.84,20,0,0,7,3.0,2.0,10,4.0,4,5.0,1.0,2,20181016.0,20221014.0,20220831.0
1122,1637,0,0.1313436066716046,0,24,5.468493150684932,556.33,34,9,0,2,3.0,2.0,10,4.0,1,1.0,5.0,0,20200426.0,20221020.0,20221004.0
1123,1638,1,0.4992997557846679,0,24,5.728767123287671,274.97,26,8,4,3,3.0,5.0,10,2.0,0,4.0,4.0,0,20200122.0,20230508.0,20221227.0
1124,1639,0,0.36754847879653335,1,4,3.5424657534246577,359.87,64,6,2,2,3.0,1.0,10,1.0,1,2.0,5.0,1,20220330.0,20221012.0,20230121.0
1125,1640,1,0.5672534800523017,1,3,4.3780821917808215,881.51,60,4,2,3,3.0,1.0,10,2.0,2,4.0,1.0,0,20210529.0,20221219.0,20230201.0
1126,1641,0,0.37730830333454984,1,3,2.6,879.86,34,6,2,4,3.0,4.0,10,5.0,3,4.0,5.0,1,20230309.0,20230318.0,20221222.0
1127,1642,0,0.2601344817593725,1,3,5.895890410958904,226.92,73,23,2,5,3.0,2.0,10,3.0,1,2.0,3.0,2,20191122.0,20230414.0,20230718.0
1128,1643,0,0.14302136746163055,0,2,6.523287671232877,674.14,38,0,2,7,3.0,4.0,10,5.0,3,3.0,3.0,3,20190407.0,20220823.0,20230713.0
1129,1644,0,0.14358458216680645,0,2,2.5616438356164384,383.95,23,0,2,8,3.0,1.0,10,3.0,3,1.0,4.0,3,20230323.0,20230401.0,20221213.0
1130,1645,0,0.20436196053303252,0,2,4.652054794520548,122.81,46,7,2,9,3.0,5.0,10,5.0,2,5.0,1.0,3,20210218.0,20220926.0,20220812.0
1131,1646,0,0.21014798586693917,0,24,6.528767123287671,380.22,32,11,0,7,3.0,1.0,10,2.0,1,2.0,5.0,0,20190405.0,20230120.0,20220807.0
1132,1647,0,0.1811329699811217,0,24,5.978082191780822,719.1,33,2,2,2,3.0,5.0,10,4.0,1,2.0,5.0,3,20191023.0,20230216.0,20220915.0
1133,1648,0,0.3971680619029348,0,24,4.419178082191781,699.81,44,0,4,3,3.0,5.0,10,4.0,4,4.0,1.0,2,20210514.0,20221216.0,20230111.0
1134,1649,0,0.3007499517876376,0,5,6.575342465753424,452.38,55,23,2,9,3.0,2.0,23,3.0,4,1.0,5.0,2,20190319.0,20230728.0,20221124.0
1135,1650,1,0.600652180661755,1,4,6.438356164383562,727.36,73,4,2,4,3.0,3.0,10,5.0,0,1.0,3.0,3,20190508.0,20230329.0,20221008.0
1136,1651,0,0.32695302581166913,1,3,6.027397260273973,595.83,26,0,2,5,3.0,4.0,10,4.0,1,4.0,5.0,3,20191005.0,20221101.0,20221220.0
1137,1652,1,0.6033810630696302,1,3,3.873972602739726,740.51,36,6,2,0,3.0,4.0,10,1.0,4,4.0,4.0,2,20211129.0,20230609.0,20221209.0
1138,1653,0,0.1267109027075234,0,2,6.93972602739726,886.01,61,6,2,2,3.0,5.0,10,2.0,2,4.0,1.0,1,20181106.0,20221202.0,20230724.0
1139,1654,0,0.09237567064872287,0,2,4.2164383561643834,641.09,22,4,2,3,3.0,3.0,10,2.0,1,3.0,2.0,0,20210727.0,20230611.0,20230501.0
1140,1655,0,0.11702963377696647,0,2,2.241095890410959,780.94,81,23,2,8,3.0,2.0,10,3.0,1,1.0,5.0,1,20230718.0,20220925.0,20230615.0
1141,1656,0,0.15322555898982895,0,25,3.1095890410958904,132.75,37,6,0,1,3.0,5.0,10,1.0,1,4.0,3.0,2,20220904.0,20220930.0,20230319.0
1142,1657,0,0.31670007889520274,0,24,6.394520547945206,838.52,50,4,2,7,3.0,1.0,10,1.0,3,5.0,1.0,1,20190524.0,20230729.0,20221001.0
1143,1658,0,0.17698336308174717,0,24,5.947945205479452,474.23,44,6,2,2,3.0,2.0,10,2.0,3,1.0,4.0,3,20191103.0,20220807.0,20230606.0
