employee_id,training_program_name,training_date,training_type,training_outcome,training_duration_days,training_cost,training_date_key
1513,Technical Skills,2022-11-10,External,Failed,4,746.57,20221110.0
1514,Leadership Development,2022-12-01,Internal,Failed,5,434.39,20221201.0
1515,Communication Skills,2023-04-03,External,Completed,3,765.84,20230403.0
1516,Communication Skills,2022-11-18,Internal,Failed,3,457.4,20221118.0
1517,Customer Service,2023-01-12,External,Passed,3,615.84,20230112.0
1518,Customer Service,2022-12-08,Internal,Completed,2,803.79,20221208.0
1519,Leadership Development,2022-09-23,External,Completed,2,586.89,20220923.0
1520,Communication Skills,2022-10-11,External,Failed,5,104.48,20221011.0
1521,Project Management,2023-06-02,Internal,Passed,1,877.41,20230602.0
1522,Technical Skills,2023-05-17,External,Incomplete,3,791.99,20230517.0
1523,Technical Skills,2022-12-11,External,Incomplete,2,660.4,20221211.0
1524,Communication Skills,2023-05-01,Internal,Completed,2,928.81,20230501.0
1525,Technical Skills,2022-12-10,Internal,Incomplete,4,347.29,20221210.0
1526,Leadership Development,2023-05-26,Internal,Completed,3,190.51,20230526.0
1527,Customer Service,2023-06-03,External,Incomplete,3,206.53,20230603.0
1528,Communication Skills,2022-12-10,Internal,Incomplete,1,639.93,20221210.0
1529,Communication Skills,2023-04-14,External,Incomplete,5,304.06,20230414.0
1530,Project Management,2023-06-06,External,Passed,4,261.13,20230606.0
1534,Project Management,2022-10-27,External,Failed,1,857.19,20221027.0
1535,Customer Service,2022-10-09,Internal,Failed,3,442.86,20221009.0
1536,Communication Skills,2023-01-27,Internal,Passed,4,382.0,20230127.0
1537,Communication Skills,2023-07-29,External,Incomplete,2,430.09,20230729.0
1538,Leadership Development,2022-10-21,External,Failed,3,854.47,20221021.0
1539,Communication Skills,2022-12-20,Internal,Passed,5,899.57,20221220.0
1540,Communication Skills,2022-10-27,Internal,Incomplete,1,686.34,20221027.0
1541,Communication Skills,2023-02-17,Internal,Passed,4,770.12,20230217.0
1542,Leadership Development,2022-10-07,External,Incomplete,4,180.73,20221007.0
1543,Technical Skills,2023-05-01,Internal,Incomplete,2,734.87,20230501.0
1544,Communication Skills,2022-10-23,Internal,Passed,3,811.24,20221023.0
1545,Leadership Development,2023-02-05,Internal,Passed,3,566.0,20230205.0
1546,Project Management,2023-02-26,External,Incomplete,5,638.92,20230226.0
1547,Leadership Development,2023-04-04,Internal,Incomplete,3,340.07,20230404.0
1548,Communication Skills,2023-04-12,Internal,Passed,4,206.75,20230412.0
1549,Project Management,2023-06-04,External,Completed,1,759.56,20230604.0
1550,Customer Service,2022-11-09,External,Failed,3,354.19,20221109.0
1553,Leadership Development,2023-03-19,External,Completed,3,528.55,20230319.0
1555,Technical Skills,2023-02-26,External,Passed,5,757.78,20230226.0
1556,Communication Skills,2023-06-10,External,Completed,1,337.94,20230610.0
1557,Customer Service,2023-06-06,External,Incomplete,5,256.57,20230606.0
1558,Leadership Development,2022-09-25,External,Passed,2,839.12,20220925.0
1559,Project Management,2023-04-08,External,Passed,1,281.94,20230408.0
1560,Technical Skills,2023-07-05,External,Completed,2,821.41,20230705.0
1561,Leadership Development,2022-10-19,Internal,Incomplete,3,924.06,20221019.0
1562,Leadership Development,2022-12-24,Internal,Passed,2,578.66,20221224.0
1563,Leadership Development,2022-12-09,External,Incomplete,3,721.86,20221209.0
1564,Communication Skills,2023-04-20,External,Completed,4,430.3,20230420.0
1565,Customer Service,2022-12-03,Internal,Completed,3,337.52,20221203.0
1566,Communication Skills,2023-05-05,Internal,Failed,1,692.71,20230505.0
1567,Project Management,2023-05-13,External,Failed,1,177.99,20230513.0
1568,Communication Skills,2023-04-07,External,Incomplete,5,586.71,20230407.0
1569,Customer Service,2023-03-20,Internal,Completed,2,771.98,20230320.0
1570,Project Management,2023-03-28,Internal,Passed,4,121.88,20230328.0
1571,Project Management,2023-03-15,External,Completed,2,379.68,20230315.0
1572,Customer Service,2022-10-08,Internal,Completed,2,738.65,20221008.0
1573,Technical Skills,2022-12-15,External,Incomplete,2,159.42,20221215.0
1576,Communication Skills,2023-07-06,Internal,Completed,4,104.34,20230706.0
1577,Customer Service,2022-10-26,External,Failed,5,413.08,20221026.0
1578,Technical Skills,2022-12-29,External,Incomplete,1,856.71,20221229.0
1579,Communication Skills,2022-10-20,Internal,Passed,5,322.3,20221020.0
1580,Project Management,2023-03-29,Internal,Passed,3,527.93,20230329.0
1581,Project Management,2023-01-10,External,Failed,2,480.2,20230110.0
1582,Leadership Development,2022-11-01,Internal,Completed,5,323.79,20221101.0
1583,Leadership Development,2023-06-18,External,Failed,3,184.66,20230618.0
1584,Leadership Development,2023-05-10,External,Passed,4,265.22,20230510.0
1585,Technical Skills,2023-02-06,External,Incomplete,5,843.28,20230206.0
1586,Communication Skills,2022-12-06,Internal,Passed,3,643.9,20221206.0
1587,Customer Service,2023-03-10,Internal,Completed,4,876.73,20230310.0
1588,Leadership Development,2022-11-08,Internal,Failed,1,293.85,20221108.0
1589,Project Management,2022-10-22,Internal,Incomplete,4,328.06,20221022.0
1590,Leadership Development,2023-03-16,Internal,Failed,2,187.35,20230316.0
1591,Leadership Development,2023-06-09,Internal,Passed,5,340.01,20230609.0
1592,Communication Skills,2023-06-20,Internal,Incomplete,1,590.82,20230620.0
1593,Leadership Development,2023-05-08,External,Failed,1,321.08,20230508.0
1594,Communication Skills,2023-04-04,External,Failed,1,684.45,20230404.0
1595,Leadership Development,2023-05-07,External,Passed,4,571.48,20230507.0
1599,Leadership Development,2023-05-17,External,Passed,2,848.72,20230517.0
1600,Project Management,2022-08-15,Internal,Passed,5,851.93,20220815.0
1601,Technical Skills,2023-05-20,Internal,Incomplete,4,381.09,20230520.0
1602,Project Management,2023-04-23,External,Incomplete,4,175.5,20230423.0
1603,Communication Skills,2023-03-11,External,Completed,2,784.15,20230311.0
1604,Communication Skills,2023-02-08,External,Passed,3,999.97,20230208.0
1605,Customer Service,2023-04-08,Internal,Passed,5,878.65,20230408.0
1606,Project Management,2022-09-26,Internal,Completed,5,937.89,20220926.0
1607,Customer Service,2022-11-30,External,Completed,3,961.1,20221130.0
1608,Customer Service,2022-11-06,Internal,Incomplete,1,820.96,20221106.0
1609,Project Management,2023-04-22,Internal,Failed,3,455.52,20230422.0
1610,Communication Skills,2023-03-29,External,Completed,4,815.24,20230329.0
1611,Leadership Development,2022-10-01,External,Failed,5,534.82,20221001.0
1612,Technical Skills,2023-01-25,External,Incomplete,4,522.79,20230125.0
1613,Leadership Development,2023-01-28,Internal,Completed,1,868.8,20230128.0
1614,Communication Skills,2023-07-22,External,Passed,1,808.85,20230722.0
1615,Technical Skills,2022-08-31,Internal,Passed,1,874.1,20220831.0
1616,Leadership Development,2023-07-18,External,Completed,2,206.73,20230718.0
1617,Leadership Development,2023-02-06,Internal,Completed,3,586.5,20230206.0
1618,Leadership Development,2023-04-24,Internal,Passed,2,779.69,20230424.0
1620,Project Management,2023-01-18,External,Completed,5,986.14,20230118.0
1621,Technical Skills,2022-10-03,Internal,Completed,2,264.74,20221003.0
1622,Communication Skills,2022-12-17,Internal,Passed,4,344.06,20221217.0
1623,Project Management,2022-11-26,Internal,Passed,3,232.5,20221126.0
1624,Customer Service,2023-04-21,Internal,Failed,1,953.68,20230421.0
1625,Project Management,2022-11-15,External,Passed,5,101.56,20221115.0
1626,Project Management,2023-05-05,Internal,Failed,3,624.8,20230505.0
1627,Project Management,2022-12-05,Internal,Completed,5,943.93,20221205.0
1628,Customer Service,2023-05-20,Internal,Completed,1,781.52,20230520.0
1629,Leadership Development,2023-07-18,Internal,Failed,2,615.28,20230718.0
1630,Customer Service,2023-03-26,External,Incomplete,4,779.26,20230326.0
1631,Customer Service,2023-01-14,External,Incomplete,1,464.49,20230114.0
1632,Leadership Development,2023-03-26,External,Completed,4,196.31,20230326.0
1633,Project Management,2022-10-09,External,Passed,3,300.12,20221009.0
1634,Communication Skills,2023-03-26,External,Failed,3,895.42,20230326.0
1635,Leadership Development,2023-05-15,External,Completed,3,619.86,20230515.0
1636,Technical Skills,2022-08-31,External,Completed,1,943.84,20220831.0
1637,Customer Service,2022-10-04,External,Failed,5,556.33,20221004.0
1638,Customer Service,2022-12-27,External,Completed,4,274.97,20221227.0
1639,Communication Skills,2023-01-21,Internal,Completed,5,359.87,20230121.0
1640,Communication Skills,2023-02-01,Internal,Completed,1,881.51,20230201.0
1641,Project Management,2022-12-22,External,Passed,5,879.86,20221222.0
1642,Customer Service,2023-07-18,External,Passed,3,226.92,20230718.0
1643,Technical Skills,2023-07-13,External,Completed,3,674.14,20230713.0
1644,Customer Service,2022-12-13,External,Failed,4,383.95,20221213.0
1645,Technical Skills,2022-08-12,External,Completed,1,122.81,20220812.0
1646,Customer Service,2022-08-07,Internal,Completed,5,380.22,20220807.0
1647,Communication Skills,2022-09-15,External,Passed,5,719.1,20220915.0
1648,Project Management,2023-01-11,External,Passed,1,699.81,20230111.0
1649,Leadership Development,2022-11-24,Internal,Passed,5,452.38,20221124.0
1650,Leadership Development,2022-10-08,Internal,Completed,3,727.36,20221008.0
1651,Customer Service,2022-12-20,Internal,Passed,5,595.83,20221220.0
1652,Leadership Development,2022-12-09,Internal,Completed,4,740.51,20221209.0
1653,Technical Skills,2023-07-24,External,Incomplete,1,886.01,20230724.0
1654,Technical Skills,2023-05-01,External,Failed,2,641.09,20230501.0
1655,Communication Skills,2023-06-15,Internal,Completed,5,780.94,20230615.0
1656,Leadership Development,2023-03-19,Internal,Completed,3,132.75,20230319.0
1657,Technical Skills,2022-10-01,Internal,Passed,1,838.52,20221001.0
1658,Project Management,2023-06-06,External,Failed,4,474.23,20230606.0
1659,Leadership Development,2023-05-23,Internal,Incomplete,1,579.06,20230523.0
1660,Communication Skills,2023-07-25,Internal,Failed,5,698.82,20230725.0
1661,Technical Skills,2023-07-20,Internal,Failed,5,633.36,20230720.0
1662,Technical Skills,2023-02-18,Internal,Failed,3,241.19,20230218.0
1663,Communication Skills,2023-07-13,External,Passed,5,271.37,20230713.0
1664,Project Management,2023-07-08,Internal,Incomplete,1,137.87,20230708.0
1665,Project Management,2022-11-15,Internal,Passed,3,999.83,20221115.0
1666,Technical Skills,2023-02-21,Internal,Failed,5,597.62,20230221.0
1667,Leadership Development,2022-09-11,External,Completed,1,697.89,20220911.0
1668,Customer Service,2023-06-23,External,Failed,5,673.27,20230623.0
1669,Project Management,2023-01-10,External,Passed,5,753.01,20230110.0
1670,Leadership Development,2023-02-01,Internal,Failed,5,939.02,20230201.0
1671,Customer Service,2022-11-15,External,Passed,2,680.45,20221115.0
1672,Technical Skills,2022-09-14,External,Completed,3,263.8,20220914.0
1673,Project Management,2023-01-04,External,Incomplete,2,981.06,20230104.0
1674,Customer Service,2022-11-22,Internal,Passed,1,293.55,20221122.0
1675,Technical Skills,2023-03-07,Internal,Failed,4,904.68,20230307.0
1676,Project Management,2022-12-07,Internal,Failed,5,104.66,20221207.0
1677,Technical Skills,2022-12-02,External,Incomplete,2,836.37,20221202.0
1678,Leadership Development,2023-04-14,Internal,Completed,1,749.64,20230414.0
1679,Leadership Development,2023-03-25,External,Failed,5,213.06,20230325.0
1680,Customer Service,2022-10-04,Internal,Completed,3,882.76,20221004.0
1681,Customer Service,2022-12-20,External,Failed,1,113.42,20221220.0
1682,Project Management,2022-09-19,External,Failed,3,284.61,20220919.0
1683,Project Management,2023-06-28,Internal,Failed,1,599.74,20230628.0
1684,Leadership Development,2023-06-05,Internal,Failed,5,700.99,20230605.0
1685,Customer Service,2023-01-01,Internal,Passed,1,650.07,20230101.0
1686,Communication Skills,2022-11-11,External,Completed,2,851.38,20221111.0
1687,Customer Service,2023-02-24,Internal,Failed,4,455.1,20230224.0
1688,Project Management,2022-12-21,Internal,Completed,3,880.67,20221221.0
1689,Customer Service,2022-09-15,External,Passed,2,712.64,20220915.0
1690,Communication Skills,2023-01-21,Internal,Failed,3,504.34,20230121.0
1691,Customer Service,2022-09-21,External,Failed,3,120.37,20220921.0
1692,Project Management,2023-03-08,External,Failed,1,705.24,20230308.0
1693,Project Management,2023-03-10,External,Passed,5,928.81,20230310.0
1694,Communication Skills,2022-08-30,Internal,Completed,5,638.07,20220830.0
1695,Leadership Development,2023-01-03,Internal,Passed,2,913.34,20230103.0
1696,Project Management,2023-05-29,Internal,Completed,1,754.78,20230529.0
1697,Leadership Development,2022-10-14,External,Passed,4,503.3,20221014.0
1698,Technical Skills,2022-11-23,External,Passed,5,218.31,20221123.0
1699,Customer Service,2023-07-24,External,Incomplete,3,730.86,20230724.0
1700,Customer Service,2022-09-19,External,Completed,4,203.34,20220919.0
1701,Technical Skills,2023-06-18,Internal,Passed,1,460.53,20230618.0
1702,Communication Skills,2023-03-19,Internal,Completed,5,733.92,20230319.0
1703,Customer Service,2022-10-06,Internal,Completed,2,987.43,20221006.0
1704,Customer Service,2023-05-13,External,Completed,1,691.32,20230513.0
1705,Communication Skills,2022-10-22,External,Passed,1,663.08,20221022.0
1706,Customer Service,2022-09-21,External,Incomplete,1,970.01,20220921.0
1707,Customer Service,2023-05-26,Internal,Passed,3,496.31,20230526.0
1708,Customer Service,2023-06-20,Internal,Incomplete,5,640.01,20230620.0
1709,Technical Skills,2023-06-03,External,Failed,4,858.8,20230603.0
1710,Communication Skills,2022-12-11,External,Passed,2,300.52,20221211.0
1711,Technical Skills,2022-09-30,External,Failed,3,102.19,20220930.0
1712,Communication Skills,2023-06-06,Internal,Completed,2,581.16,20230606.0
1713,Leadership Development,2023-03-11,Internal,Incomplete,3,752.91,20230311.0
1714,Project Management,2023-07-24,External,Passed,3,374.58,20230724.0
1715,Leadership Development,2023-02-17,Internal,Incomplete,3,788.64,20230217.0
1716,Communication Skills,2023-02-13,External,Incomplete,2,234.05,20230213.0
1717,Customer Service,2022-11-05,External,Incomplete,1,381.33,20221105.0
1718,Leadership Development,2022-12-24,Internal,Passed,3,527.62,20221224.0
1719,Leadership Development,2022-09-12,External,Passed,3,442.1,20220912.0
1720,Project Management,2023-01-19,Internal,Passed,2,396.81,20230119.0
1721,Project Management,2023-02-16,External,Failed,2,730.31,20230216.0
1722,Technical Skills,2023-05-14,External,Incomplete,2,128.06,20230514.0
1723,Technical Skills,2022-09-25,External,Passed,5,942.63,20220925.0
1724,Customer Service,2023-04-11,Internal,Failed,5,733.63,20230411.0
1725,Customer Service,2023-01-16,External,Completed,1,743.28,20230116.0
1726,Technical Skills,2022-10-19,Internal,Completed,4,435.18,20221019.0
1727,Technical Skills,2023-02-16,Internal,Failed,5,252.22,20230216.0
1728,Customer Service,2022-12-31,External,Completed,2,103.07,20221231.0
1729,Technical Skills,2023-03-22,Internal,Incomplete,2,386.87,20230322.0
1730,Customer Service,2023-03-20,External,Incomplete,3,718.21,20230320.0
1731,Customer Service,2023-02-27,Internal,Failed,1,578.81,20230227.0
1732,Project Management,2023-07-06,Internal,Completed,1,562.06,20230706.0
1733,Leadership Development,2023-01-08,External,Incomplete,5,845.86,20230108.0
1734,Project Management,2023-01-16,External,Completed,2,391.39,20230116.0
1735,Project Management,2023-07-22,Internal,Passed,1,203.04,20230722.0
1736,Leadership Development,2023-03-09,Internal,Incomplete,4,717.29,20230309.0
1737,Leadership Development,2022-10-17,External,Incomplete,5,719.0,20221017.0
1738,Customer Service,2023-01-09,External,Incomplete,5,802.66,20230109.0
1739,Communication Skills,2023-07-04,Internal,Incomplete,1,388.07,20230704.0
1740,Project Management,2023-02-18,Internal,Completed,2,350.26,20230218.0
1741,Leadership Development,2022-11-08,External,Completed,5,625.76,20221108.0
1742,Communication Skills,2023-04-19,External,Incomplete,1,206.72,20230419.0
1743,Project Management,2023-07-13,External,Passed,4,954.37,20230713.0
1744,Communication Skills,2022-12-24,Internal,Failed,4,728.77,20221224.0
1745,Leadership Development,2022-09-05,External,Completed,1,996.01,20220905.0
1746,Communication Skills,2022-11-18,Internal,Incomplete,2,787.19,20221118.0
1748,Leadership Development,2023-03-26,External,Failed,5,433.03,20230326.0
1749,Leadership Development,2023-07-21,Internal,Incomplete,3,148.69,20230721.0
1750,Project Management,2022-08-20,Internal,Incomplete,1,523.44,20220820.0
1751,Project Management,2022-12-10,External,Incomplete,5,719.54,20221210.0
1752,Leadership Development,2022-10-09,External,Incomplete,3,560.55,20221009.0
1753,Customer Service,2023-03-18,Internal,Completed,1,711.71,20230318.0
